Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	tree_length
0	-2109.115	-2295.711	186.5962	1.69451	3.667457	1.332072
6	-2117.495	-2304.174	186.6794	1.69451	3.390806	1.347955
12	-2107.709	-2294.159	186.4496	1.47847	3.506878	1.649924
18	-2103.823	-2290.234	186.4107	1.556597	3.087734	1.739244
24	-2109.925	-2296.589	186.6642	1.610738	3.535406	1.382869
30	-2105.89	-2292.358	186.4678	1.584745	4.181985	1.381204
36	-2102.536	-2288.796	186.2597	1.533063	3.715401	1.692007
42	-2105.755	-2291.114	185.3597	1.325286	3.438707	2.490141
48	-2101.283	-2287.279	185.9957	1.339659	3.291697	2.110765
54	-2125.894	-2311.568	185.6736	1.283901	2.871647	2.464638
60	-2111.479	-2297.63	186.1507	1.428679	3.711032	1.841948
66	-2118.526	-2305.029	186.5035	1.504444	3.482228	1.598874
72	-2112.233	-2298.751	186.5178	1.485874	3.482228	1.602004
78	-2120.95	-2307.761	186.8116	1.52686	3.311769	1.399969
84	-2108.297	-2293.626	185.3298	1.328859	5.209832	2.146372
90	-2107.405	-2294.091	186.6861	1.674125	3.536053	1.314907
96	-2106.904	-2293.821	186.9164	1.709756	3.44435	1.118153
102	-2103.735	-2290.027	186.2929	1.427519	3.52241	1.792198
108	-2107.948	-2293.65	185.702	1.322542	4.071397	2.129957
114	-2092.919	-2279.415	186.4959	2.001943	4.357113	0.9361483
120	-2096.025	-2283.004	186.9791	2.001943	3.395117	0.7512369
126	-2093.943	-2280.639	186.6951	1.845394	3.972211	1.020831
132	-2097.305	-2284.246	186.9407	1.816662	3.490965	0.9754851
138	-2091.501	-2278.195	186.6945	1.835233	3.968337	1.032633
144	-2096.442	-2283.169	186.727	1.892997	3.93298	0.953803
150	-2102.039	-2288.649	186.6094	1.860475	3.998505	1.079748
156	-2110.614	-2297.393	186.7781	1.771528	3.76733	1.079748
162	-2105.604	-2292.477	186.8735	1.63409	3.009122	1.364163
168	-2107.872	-2294.459	186.5875	1.839277	4.356687	1.009443
174	-2103.266	-2289.861	186.5951	1.989857	4.422317	0.8101055
180	-2107.408	-2294.431	187.0225	1.989857	3.433377	0.6740606
186	-2100.731	-2287.44	186.7089	1.939108	4.321659	0.7670614
192	-2097.431	-2284.278	186.8461	1.939108	3.865507	0.7861236
198	-2101.934	-2289.344	187.4094	1.853063	2.649879	0.7998136
204	-2111.599	-2298.228	186.6288	1.585955	3.930556	1.3189
210	-2109.398	-2296.338	186.9402	1.961756	3.716707	0.6851467
216	-2111.599	-2299.07	187.471	1.992287	2.398995	0.6781534
222	-2107.478	-2293.707	186.2296	1.366784	4.261267	1.700489
228	-2107.461	-2293.423	185.9623	1.397044	2.981604	2.178046
234	-2114.693	-2301.54	186.8464	1.917585	3.637149	0.9109233
240	-2102.094	-2288.53	186.4364	1.696449	3.882544	1.396759
246	-2097.125	-2283.748	186.6228	1.635616	3.72761	1.340653
252	-2097.935	-2283.976	186.0415	1.405324	3.99194	1.865909
258	-2095.54	-2281.688	186.1476	1.412026	3.668736	1.865909
264	-2087.538	-2273.491	185.9528	1.35763	3.509382	2.072208
270	-2093.124	-2279.013	185.889	1.366429	3.413019	2.132233
276	-2095.658	-2281.51	185.8517	1.208043	3.113026	2.335104
282	-2101.97	-2288.156	186.1865	1.33559	3.113026	2.035207
288	-2101.499	-2287.724	186.2256	1.296787	2.383451	2.25283
294	-2099.472	-2285.558	186.0864	1.294147	3.217276	2.10055
300	-2097.626	-2283.841	186.2155	1.467158	3.56007	1.808659
306	-2101.035	-2287.314	186.2789	1.360788	3.148117	1.947097
312	-2098.771	-2284.616	185.8453	1.377751	4.811525	1.844033
318	-2094.976	-2280.391	185.4148	1.331311	3.193435	2.512028
324	-2106.686	-2292.707	186.0209	1.349439	3.977178	1.921237
330	-2101.211	-2287.483	186.2717	1.351187	3.72911	1.807515
336	-2105.276	-2291.665	186.3886	1.568938	4.462997	1.386047
